NC_030372.1,LC500582.1,93.407,273,14,3,49977,50249,115073,114805,8.35e-105,401
NC_030372.1,LC500582.1,86.709,316,25,11,123969,124268,117477,117163,8.58e-85,335
NC_030372.1,LC500582.1,95.531,179,3,2,59292,59465,19414,19592,1.13e-68,281
NC_030372.1,LC500582.1,96.894,161,5,0,128855,129015,44024,44184,2.46e-65,270
NC_030372.1,LC500582.1,83.721,301,31,12,23730,24024,75153,74865,8.83e-65,268
NC_030372.1,LC500582.1,96.429,140,5,0,23774,23913,75082,74943,1.16e-53,231
NC_030372.1,LC500582.1,99.107,112,1,0,109447,109558,72738,72849,9.08e-45,202
NC_030372.1,LC500582.1,85.644,202,15,4,23900,24100,75142,74954,3.27e-44,200
NC_030372.1,LC500582.1,92.683,123,7,2,26170,26290,131234,131356,5.51e-37,176
NC_030372.1,LC500582.1,86.624,157,12,3,23642,23789,74992,74836,1.19e-33,165
NC_030372.1,LC500582.1,93.333,105,6,1,59284,59387,105700,105596,2.58e-30,154
NC_030372.1,LC500582.1,98.824,85,1,0,63623,63707,101660,101576,9.28e-30,152
NC_030372.1,LC500582.1,94.792,96,5,0,89346,89441,105596,105691,3.34e-29,150
NC_030372.1,LC500582.1,97.647,85,2,0,63538,63622,101575,101491,4.32e-28,147
NC_030372.1,LC500582.1,100.000,41,0,0,23868,23908,74928,74888,5.75e-07,76.8
NC_030372.1,MW470993.1,97.875,16942,220,40,86930,103804,21915,5047,0.0,29163
NC_030372.1,MW470993.1,97.571,11649,148,48,89,11678,98707,87135,0.0,19819
NC_030372.1,MW470993.1,96.120,11159,240,62,74546,85605,34178,23114,0.0,18029
NC_030372.1,MW470993.1,94.302,10390,288,102,13620,23865,85102,74873,0.0,15627
NC_030372.1,MW470993.1,96.623,7759,141,28,66808,74511,41834,34142,0.0,12765
NC_030372.1,MW470993.1,96.528,7430,176,33,116132,123534,124841,117467,0.0,12216
NC_030372.1,MW470993.1,98.056,6120,78,7,43629,49748,55179,49101,0.0,10604
NC_030372.1,MW470993.1,97.681,5691,86,18,110097,115760,130513,124842,0.0,9736
NC_030372.1,MW470993.1,97.187,5653,67,22,38005,43603,60788,55174,0.0,9474
NC_030372.1,MW470993.1,96.667,5070,114,12,104308,109330,5062,1,0.0,8375
NC_030372.1,MW470993.1,96.763,4943,59,33,129016,133913,44215,49101,0.0,8148
NC_030372.1,MW470993.1,95.881,4880,65,31,25794,30591,73208,68383,0.0,7773
NC_030372.1,MW470993.1,97.403,4004,48,16,33970,37960,64734,60774,0.0,6767
NC_030372.1,MW470993.1,96.757,3423,69,19,60019,63411,105077,101667,0.0,5668
NC_030372.1,MW470993.1,90.627,3574,253,27,54794,58326,110188,106656,0.0,4669
NC_030372.1,MW470993.1,97.068,2353,41,13,126415,128753,41690,44028,0.0,3938
NC_030372.1,MW470993.1,96.508,2062,29,29,31930,33984,66950,64925,0.0,3369
NC_030372.1,MW470993.1,97.527,1941,30,8,50226,52159,114774,112845,0.0,3302
NC_030372.1,MW470993.1,97.122,1807,25,2,11874,13653,86909,85103,0.0,3024
NC_030372.1,MW470993.1,93.911,1905,60,28,64403,66282,100869,98996,0.0,2824
NC_030372.1,MW470993.1,88.153,2009,192,24,52799,54785,112246,110262,0.0,2350
NC_030372.1,MW470993.1,95.120,1168,26,9,85701,86841,23113,21950,0.0,1812
NC_030372.1,MW470993.1,89.785,1302,75,32,124205,125495,117189,115935,0.0,1615
NC_030372.1,MW470993.1,94.349,991,14,15,30590,31546,68352,67370,0.0,1482
NC_030372.1,MW470993.1,89.534,1137,67,23,23807,24923,75141,74037,0.0,1393
NC_030372.1,MW470993.1,85.735,1409,88,40,23856,25158,75152,73751,0.0,1384
NC_030372.1,MW470993.1,95.828,791,32,1,125598,126387,115863,115073,0.0,1277
NC_030372.1,MW470993.1,97.425,738,15,3,63521,64256,101676,100941,0.0,1254
NC_030372.1,MW470993.1,91.381,847,63,6,58357,59197,106586,105744,0.0,1151
NC_030372.1,MW470993.1,93.377,755,35,10,109331,110083,131471,130730,0.0,1103
NC_030372.1,MW470993.1,95.792,499,20,1,25198,25695,73756,73258,0.0,804
NC_030372.1,MW470993.1,93.878,294,3,1,101705,101998,44852,45130,3.83e-113,429
NC_030372.1,MW470993.1,93.197,294,5,1,129657,129950,7131,6853,8.29e-110,418
NC_030372.1,MW470993.1,89.759,332,16,7,31527,31846,67351,67026,4.99e-107,409
NC_030372.1,MW470993.1,93.407,273,14,3,49977,50249,115072,114804,8.35e-105,401
NC_030372.1,MW470993.1,86.709,316,25,11,123969,124268,117476,117162,8.58e-85,335
NC_030372.1,MW470993.1,95.531,179,3,2,59292,59465,19414,19592,1.13e-68,281
NC_030372.1,MW470993.1,96.894,161,5,0,128855,129015,44023,44183,2.46e-65,270
NC_030372.1,MW470993.1,83.721,301,31,12,23730,24024,75152,74864,8.83e-65,268
NC_030372.1,MW470993.1,96.429,140,5,0,23774,23913,75081,74942,1.16e-53,231
NC_030372.1,MW470993.1,99.107,112,1,0,109447,109558,72737,72848,9.08e-45,202
NC_030372.1,MW470993.1,85.644,202,15,4,23900,24100,75141,74953,3.27e-44,200
NC_030372.1,MW470993.1,92.683,123,7,2,26170,26290,131233,131355,5.51e-37,176
NC_030372.1,MW470993.1,80.408,245,27,14,23727,23965,75095,74866,3.31e-34,167
NC_030372.1,MW470993.1,86.624,157,12,3,23642,23789,74991,74835,1.19e-33,165
NC_030372.1,MW470993.1,93.333,105,6,1,59284,59387,105699,105595,2.58e-30,154
NC_030372.1,MW470993.1,98.824,85,1,0,63623,63707,101659,101575,9.28e-30,152
NC_030372.1,MW470993.1,94.792,96,5,0,89346,89441,105595,105690,3.34e-29,150
NC_030372.1,MW470993.1,97.647,85,2,0,63538,63622,101574,101490,4.32e-28,147
NC_030372.1,MW470993.1,82.682,179,6,6,23637,23790,75057,74879,9.35e-25,135
NC_030372.1,MW470993.1,97.468,79,2,0,49750,49828,98903,98981,9.35e-25,135
NC_030372.1,MW470993.1,100.000,61,0,0,23642,23702,74931,74871,4.38e-18,113
NC_030372.1,MW470993.1,95.082,61,1,2,23991,24050,75095,75036,1.59e-12,95.3
NC_030372.1,MW470993.1,87.500,72,4,3,64283,64353,100941,100874,1.60e-07,78.7
NC_030372.1,MW470993.1,100.000,41,0,0,23868,23908,74927,74887,5.75e-07,76.8
NC_030372.1,MW470993.1,97.727,44,1,0,18445,18488,80275,80318,5.75e-07,76.8
NC_030372.1,MW470993.1,95.833,48,1,1,1,47,98884,98837,5.75e-07,76.8
NC_030372.1,MW470993.1,95.238,42,2,0,30418,30459,10055,10014,3.46e-04,67.6
NC_030372.1,MW470993.1,95.238,42,2,0,98807,98848,68559,68518,3.46e-04,67.6
NC_030372.1,MW470993.1,85.965,57,8,0,23946,24002,74897,74841,0.016,62.1
NC_030372.1,MW470993.1,97.297,37,0,1,52067,52102,112902,112938,0.016,62.1
NC_030372.1,NC_045277.1,93.587,18307,750,190,87027,105123,22314,4222,0.0,26912
NC_030372.1,NC_045277.1,93.669,8166,390,48,74792,82905,34506,26416,0.0,12098
NC_030372.1,NC_045277.1,91.157,8877,506,120,14915,23694,84471,75777,0.0,11786
NC_030372.1,NC_045277.1,93.283,8114,286,98,33,7989,99221,91210,0.0,11725
NC_030372.1,NC_045277.1,92.001,7163,379,100,116473,123543,124947,117887,0.0,9875
NC_030372.1,NC_045277.1,94.971,5369,160,29,44397,49747,55033,49757,0.0,8318
NC_030372.1,NC_045277.1,92.408,4913,216,77,25709,30557,73668,68849,0.0,6861
NC_030372.1,NC_045277.1,93.087,4166,184,49,66799,70899,42471,38345,0.0,6002
NC_030372.1,NC_045277.1,95.035,3807,95,31,34190,37960,65677,61929,0.0,5897
NC_030372.1,NC_045277.1,93.569,3701,147,35,8018,11682,91210,87565,0.0,5432
NC_030372.1,NC_045277.1,95.006,3244,90,30,130707,133912,46546,49755,0.0,5027
NC_030372.1,NC_045277.1,94.028,3098,125,25,40747,43800,58754,55673,0.0,4641
NC_030372.1,NC_045277.1,96.851,2604,76,6,110083,112684,131161,128562,0.0,4349
NC_030372.1,NC_045277.1,92.110,2991,138,41,112738,115670,128561,125611,0.0,4126
NC_030372.1,NC_045277.1,93.845,2697,136,20,105267,107955,4109,1435,0.0,4034
NC_030372.1,NC_045277.1,98.346,1814,28,2,32179,33990,67577,65764,0.0,3182
NC_030372.1,NC_045277.1,94.327,2027,84,13,11886,13897,87335,85325,0.0,3077
NC_030372.1,NC_045277.1,88.251,2681,173,60,126416,129015,42316,44935,0.0,3075
NC_030372.1,NC_045277.1,96.302,1866,36,10,70916,72779,38260,36426,0.0,3033
NC_030372.1,NC_045277.1,77.477,5217,937,161,53972,59081,102972,108057,0.0,2905
NC_030372.1,NC_045277.1,99.492,1377,5,2,38009,39385,61939,60565,0.0,2503
NC_030372.1,NC_045277.1,88.151,2017,163,35,83008,84978,26246,24260,0.0,2331
NC_030372.1,NC_045277.1,91.601,1655,106,12,72856,74502,36401,34772,0.0,2255
NC_030372.1,NC_045277.1,92.632,1588,75,13,64746,66326,112968,114520,0.0,2246
NC_030372.1,NC_045277.1,96.410,1365,30,6,107976,109330,1356,1,0.0,2231
NC_030372.1,NC_045277.1,88.326,1936,114,39,61716,63622,110212,112064,0.0,2220
NC_030372.1,NC_045277.1,93.958,1473,60,18,50585,52041,99747,101206,0.0,2200
NC_030372.1,NC_045277.1,91.480,1608,57,25,129018,130618,44969,46503,0.0,2137
NC_030372.1,NC_045277.1,92.496,1346,57,9,60311,61630,108828,110155,0.0,1886
NC_030372.1,NC_045277.1,90.220,1135,73,19,124003,125118,117871,116756,0.0,1447
NC_030372.1,NC_045277.1,94.826,889,42,4,13929,14817,85324,84440,0.0,1384
NC_030372.1,NC_045277.1,94.789,710,30,6,86180,86884,23095,22388,0.0,1099
NC_030372.1,NC_045277.1,86.925,979,66,28,63623,64599,111980,112898,0.0,1042
NC_030372.1,NC_045277.1,85.010,994,131,11,52799,53786,101835,102816,0.0,994
NC_030372.1,NC_045277.1,90.327,672,55,9,25063,25728,74462,73795,0.0,872
NC_030372.1,NC_045277.1,89.766,684,57,9,109331,110003,132037,131356,0.0,863
NC_030372.1,NC_045277.1,89.596,644,63,4,125630,126271,115878,115237,0.0,815
NC_030372.1,NC_045277.1,91.237,582,32,12,39448,40017,60440,59866,0.0,774
NC_030372.1,NC_045277.1,82.976,793,87,24,24288,25059,75264,74499,0.0,673
NC_030372.1,NC_045277.1,87.931,580,40,16,40173,40747,59442,58888,0.0,656
NC_030372.1,NC_045277.1,84.547,673,47,29,31188,31827,68344,67696,9.85e-169,614
NC_030372.1,NC_045277.1,91.139,316,16,5,30631,30939,68736,68426,8.29e-110,418
NC_030372.1,NC_045277.1,92.177,294,11,4,129657,129950,7690,7409,6.45e-106,405
NC_030372.1,NC_045277.1,91.156,294,14,4,101705,101998,45561,45842,6.50e-101,388
NC_030372.1,NC_045277.1,89.600,250,20,5,74551,74794,34795,34546,4.02e-78,313
NC_030372.1,NC_045277.1,86.861,274,22,10,85562,85821,23741,23468,1.46e-72,294
NC_030372.1,NC_045277.1,95.531,179,3,2,59292,59465,19919,20097,1.13e-68,281
NC_030372.1,NC_045277.1,86.607,224,24,3,43985,44205,55496,55276,5.35e-57,243
NC_030372.1,NC_045277.1,82.014,278,27,11,84977,85253,24229,23974,1.17e-48,215
NC_030372.1,NC_045277.1,84.058,207,21,4,85819,86013,23439,23233,7.07e-41,189
NC_030372.1,NC_045277.1,96.460,113,4,0,109446,109558,73112,73224,2.54e-40,187
NC_030372.1,NC_045277.1,89.333,150,15,1,125651,125800,108648,108500,2.54e-40,187
NC_030372.1,NC_045277.1,92.562,121,8,1,26170,26290,131802,131921,7.12e-36,172
NC_030372.1,MW307792.1,93.587,18307,750,190,87027,105123,22314,4222,0.0,26912
NC_030372.1,MW307792.1,93.669,8166,390,48,74792,82905,34506,26416,0.0,12098
NC_030372.1,MW307792.1,91.157,8877,506,120,14915,23694,84471,75777,0.0,11786
NC_030372.1,MW307792.1,93.283,8114,286,98,33,7989,99221,91210,0.0,11725
NC_030372.1,MW307792.1,92.001,7163,379,100,116473,123543,124947,117887,0.0,9875
NC_030372.1,MW307792.1,94.971,5369,160,29,44397,49747,55033,49757,0.0,8318
NC_030372.1,MW307792.1,92.408,4913,216,77,25709,30557,73668,68849,0.0,6861
NC_030372.1,MW307792.1,93.087,4166,184,49,66799,70899,42471,38345,0.0,6002
NC_030372.1,MW307792.1,95.035,3807,95,31,34190,37960,65677,61929,0.0,5897
NC_030372.1,MW307792.1,93.569,3701,147,35,8018,11682,91210,87565,0.0,5432
NC_030372.1,MW307792.1,95.006,3244,90,30,130707,133912,46546,49755,0.0,5027
NC_030372.1,MW307792.1,94.028,3098,125,25,40747,43800,58754,55673,0.0,4641
NC_030372.1,MW307792.1,96.851,2604,76,6,110083,112684,131161,128562,0.0,4349
NC_030372.1,MW307792.1,92.110,2991,138,41,112738,115670,128561,125611,0.0,4126
NC_030372.1,MW307792.1,93.845,2697,136,20,105267,107955,4109,1435,0.0,4034
NC_030372.1,MW307792.1,98.346,1814,28,2,32179,33990,67577,65764,0.0,3182
NC_030372.1,MW307792.1,94.327,2027,84,13,11886,13897,87335,85325,0.0,3077
NC_030372.1,MW307792.1,88.251,2681,173,60,126416,129015,42316,44935,0.0,3075
NC_030372.1,MW307792.1,96.302,1866,36,10,70916,72779,38260,36426,0.0,3033
NC_030372.1,MW307792.1,77.477,5217,937,161,53972,59081,102972,108057,0.0,2905
NC_030372.1,MW307792.1,99.492,1377,5,2,38009,39385,61939,60565,0.0,2503
NC_030372.1,MW307792.1,88.151,2017,163,35,83008,84978,26246,24260,0.0,2331
NC_030372.1,MW307792.1,91.601,1655,106,12,72856,74502,36401,34772,0.0,2255
NC_030372.1,MW307792.1,92.632,1588,75,13,64746,66326,112968,114520,0.0,2246
NC_030372.1,MW307792.1,96.410,1365,30,6,107976,109330,1356,1,0.0,2231
NC_030372.1,MW307792.1,88.326,1936,114,39,61716,63622,110212,112064,0.0,2220
NC_030372.1,MW307792.1,93.958,1473,60,18,50585,52041,99747,101206,0.0,2200
NC_030372.1,MW307792.1,91.480,1608,57,25,129018,130618,44969,46503,0.0,2143
NC_030372.1,MW307792.1,92.496,1346,57,9,60311,61630,108828,110155,0.0,1886
NC_030372.1,MW307792.1,90.220,1135,73,19,124003,125118,117871,116756,0.0,1447
NC_030372.1,MW307792.1,94.826,889,42,4,13929,14817,85324,84440,0.0,1384
NC_030372.1,MW307792.1,94.648,710,31,6,86180,86884,23095,22388,0.0,1094
NC_030372.1,MW307792.1,86.925,979,66,28,63623,64599,111980,112898,0.0,1042
NC_030372.1,MW307792.1,85.010,994,131,11,52799,53786,101835,102816,0.0,994
NC_030372.1,MW307792.1,90.327,672,55,9,25063,25728,74462,73795,0.0,872
NC_030372.1,MW307792.1,89.766,684,57,9,109331,110003,132037,131356,0.0,863
NC_030372.1,MW307792.1,89.596,644,63,4,125630,126271,115878,115237,0.0,815
NC_030372.1,MW307792.1,91.237,582,32,12,39448,40017,60440,59866,0.0,774
NC_030372.1,MW307792.1,82.976,793,87,24,24288,25059,75264,74499,0.0,673
NC_030372.1,MW307792.1,87.931,580,40,16,40173,40747,59442,58888,0.0,656
NC_030372.1,MW307792.1,84.547,673,47,29,31188,31827,68344,67696,9.85e-169,614
NC_030372.1,MW307792.1,91.139,316,16,5,30631,30939,68736,68426,8.29e-110,418
NC_030372.1,MW307792.1,92.177,294,11,4,129657,129950,7690,7409,6.45e-106,405
NC_030372.1,MW307792.1,91.156,294,14,4,101705,101998,45561,45842,1.40e-102,394
NC_030372.1,MW307792.1,89.600,250,20,5,74551,74794,34795,34546,4.02e-78,313
NC_030372.1,MW307792.1,86.861,274,22,10,85562,85821,23741,23468,1.46e-72,294
NC_030372.1,MW307792.1,95.531,179,3,2,59292,59465,19919,20097,1.13e-68,281
NC_030372.1,MW307792.1,86.607,224,24,3,43985,44205,55496,55276,5.35e-57,243
NC_030372.1,MW307792.1,82.014,278,27,11,84977,85253,24229,23974,1.17e-48,215
NC_030372.1,MW307792.1,84.058,207,21,4,85819,86013,23439,23233,7.07e-41,189
NC_030372.1,MW307792.1,96.460,113,4,0,109446,109558,73112,73224,2.54e-40,187
NC_030372.1,MW307792.1,89.333,150,15,1,125651,125800,108648,108500,2.54e-40,187
NC_030372.1,MW307792.1,92.562,121,8,1,26170,26290,131802,131921,7.12e-36,172
NC_030372.1,MW307791.1,93.587,18307,750,190,87027,105123,22314,4222,0.0,26912
NC_030372.1,MW307791.1,93.669,8166,390,48,74792,82905,34506,26416,0.0,12098
NC_030372.1,MW307791.1,91.157,8877,506,120,14915,23694,84471,75777,0.0,11786
NC_030372.1,MW307791.1,93.283,8114,286,98,33,7989,99221,91210,0.0,11725
NC_030372.1,MW307791.1,92.001,7163,379,100,116473,123543,124852,117792,0.0,9875
NC_030372.1,MW307791.1,94.971,5369,160,29,44397,49747,55033,49757,0.0,8318
NC_030372.1,MW307791.1,92.408,4913,216,77,25709,30557,73668,68849,0.0,6861
NC_030372.1,MW307791.1,93.087,4166,184,49,66799,70899,42471,38345,0.0,6002
NC_030372.1,MW307791.1,95.035,3807,95,31,34190,37960,65677,61929,0.0,5897
NC_030372.1,MW307791.1,93.569,3701,147,35,8018,11682,91210,87565,0.0,5432
NC_030372.1,MW307791.1,95.006,3244,90,30,130707,133912,46546,49755,0.0,5027
NC_030372.1,MW307791.1,94.028,3098,125,25,40747,43800,58754,55673,0.0,4641
NC_030372.1,MW307791.1,96.851,2604,76,6,110083,112684,131066,128467,0.0,4349
NC_030372.1,MW307791.1,92.110,2991,138,41,112738,115670,128466,125516,0.0,4126
NC_030372.1,MW307791.1,93.845,2697,136,20,105267,107955,4109,1435,0.0,4034
NC_030372.1,MW307791.1,98.346,1814,28,2,32179,33990,67577,65764,0.0,3182
NC_030372.1,MW307791.1,94.327,2027,84,13,11886,13897,87335,85325,0.0,3077
NC_030372.1,MW307791.1,88.251,2681,173,60,126416,129015,42316,44935,0.0,3075
NC_030372.1,MW307791.1,96.302,1866,36,10,70916,72779,38260,36426,0.0,3033
NC_030372.1,MW307791.1,77.477,5217,937,161,53972,59081,102972,108057,0.0,2905
NC_030372.1,MW307791.1,99.492,1377,5,2,38009,39385,61939,60565,0.0,2503
NC_030372.1,MW307791.1,88.151,2017,163,35,83008,84978,26246,24260,0.0,2331
NC_030372.1,MW307791.1,91.601,1655,106,12,72856,74502,36401,34772,0.0,2255
NC_030372.1,MW307791.1,92.632,1588,75,13,64746,66326,112968,114520,0.0,2246
NC_030372.1,MW307791.1,96.410,1365,30,6,107976,109330,1356,1,0.0,2231
NC_030372.1,MW307791.1,88.326,1936,114,39,61716,63622,110212,112064,0.0,2220
NC_030372.1,MW307791.1,93.958,1473,60,18,50585,52041,99747,101206,0.0,2200
NC_030372.1,MW307791.1,91.480,1608,57,25,129018,130618,44969,46503,0.0,2143
NC_030372.1,MW307791.1,92.496,1346,57,9,60311,61630,108828,110155,0.0,1886
NC_030372.1,MW307791.1,90.220,1135,73,19,124003,125118,117776,116661,0.0,1447
NC_030372.1,MW307791.1,94.826,889,42,4,13929,14817,85324,84440,0.0,1384
NC_030372.1,MW307791.1,94.648,710,31,6,86180,86884,23095,22388,0.0,1094
NC_030372.1,MW307791.1,86.925,979,66,28,63623,64599,111980,112898,0.0,1042
NC_030372.1,MW307791.1,85.010,994,131,11,52799,53786,101835,102816,0.0,994
NC_030372.1,MW307791.1,90.327,672,55,9,25063,25728,74462,73795,0.0,872
NC_030372.1,MW307791.1,89.766,684,57,9,109331,110003,131942,131261,0.0,863
NC_030372.1,MW307791.1,89.596,644,63,4,125630,126271,115878,115237,0.0,815
NC_030372.1,MW307791.1,91.237,582,32,12,39448,40017,60440,59866,0.0,774
NC_030372.1,MW307791.1,82.976,793,87,24,24288,25059,75264,74499,0.0,673
NC_030372.1,MW307791.1,87.931,580,40,16,40173,40747,59442,58888,0.0,656
NC_030372.1,MW307791.1,84.547,673,47,29,31188,31827,68344,67696,9.85e-169,614
NC_030372.1,MW307791.1,91.139,316,16,5,30631,30939,68736,68426,8.29e-110,418
NC_030372.1,MW307791.1,92.177,294,11,4,129657,129950,7690,7409,6.45e-106,405
NC_030372.1,MW307791.1,91.156,294,14,4,101705,101998,45561,45842,1.40e-102,394
NC_030372.1,MW307791.1,89.600,250,20,5,74551,74794,34795,34546,4.02e-78,313
NC_030372.1,MW307791.1,86.861,274,22,10,85562,85821,23741,23468,1.46e-72,294
NC_030372.1,MW307791.1,95.531,179,3,2,59292,59465,19919,20097,1.13e-68,281
NC_030372.1,MW307791.1,86.607,224,24,3,43985,44205,55496,55276,5.35e-57,243
NC_030372.1,MW307791.1,82.014,278,27,11,84977,85253,24229,23974,1.17e-48,215
NC_030372.1,MW307791.1,84.058,207,21,4,85819,86013,23439,23233,7.07e-41,189
NC_030372.1,MW307791.1,96.460,113,4,0,109446,109558,73112,73224,2.54e-40,187
NC_030372.1,MW307791.1,89.333,150,15,1,125651,125800,108648,108500,2.54e-40,187
NC_030372.1,MW307791.1,92.562,121,8,1,26170,26290,131707,131826,7.12e-36,172
NC_030372.1,MW307789.1,93.587,18307,750,190,87027,105123,22314,4222,0.0,26912
NC_030372.1,MW307789.1,93.669,8166,390,48,74792,82905,34506,26416,0.0,12098
NC_030372.1,MW307789.1,91.157,8877,506,120,14915,23694,84471,75777,0.0,11786
NC_030372.1,MW307789.1,93.283,8114,286,98,33,7989,99221,91210,0.0,11725
NC_030372.1,MW307789.1,92.001,7163,379,100,116473,123543,124947,117887,0.0,9875
NC_030372.1,MW307789.1,94.971,5369,160,29,44397,49747,55033,49757,0.0,8318
NC_030372.1,MW307789.1,92.408,4913,216,77,25709,30557,73668,68849,0.0,6861
NC_030372.1,MW307789.1,93.087,4166,184,49,66799,70899,42471,38345,0.0,6002
